Candidate_ID,Age,Gender,Nationality,Education_Level,University_Ranking,Field_of_Study,Years_of_Experience,Technical_Skills_Score,Communication_Score,Interview_Score,Assessment_Test_Score,Internship_Experience,Previous_Company_Tier,Expected_Salary,Willing_to_Relocate,Visa_Status,English_Proficiency,Leadership_Experience,Certifications_Count,Application_Source,Referral_Status,HR_Rating,Manager_Rating,Final_Hiring_Decision
TLB0137,26,Female,American,PhD,1,Engineering,5,69.2,94.1,77.6,64.9,No,Tier 2,14300,Yes,UAE Resident,Native,Yes,2,LinkedIn,Not Referred,3.5,2.9,Hired
TLB0138,26,Male,Emirati,Bachelor's,75,Finance,5,85.2,53.7,60.7,59.3,Yes,None,9500,Yes,Visit Visa,Basic,No,5,LinkedIn,Not Referred,2.8,3.6,Rejected
TLB0139,29,Female,British,Bachelor's,141,Business,5,64.8,45.2,64.5,65.5,No,Tier 3,7700,Yes,Visit Visa,Native,No,6,Job Portal,Not Referred,1.5,3.3,Hired
TLB0140,30,Male,Indian,Bachelor's,267,Computer Science,3,64.3,90.2,34.0,59.3,No,Tier 2,12300,Yes,Visit Visa,Basic,No,0,Referral,Referred,2.7,1.5,Hired
TLB0141,30,Male,Indian,Bachelor's,1,Engineering,5,77.0,75.2,61.1,33.0,No,Tier 3,4600,No,UAE Resident,Fluent,Yes,3,Company Website,Not Referred,3.4,5.0,Hired
TLB0142,40,Male,Indian,Bachelor's,123,Other,3,73.3,45.5,83.2,76.0,No,Tier 3,13800,No,Work Visa,Basic,Yes,7,Walk-in,Not Referred,4.1,2.1,Hired
TLB0143,33,Female,Other,Bachelor's,455,Business,0,51.5,51.7,60.3,87.6,Yes,None,14500,Yes,Citizen,Basic,Yes,7,LinkedIn,Not Referred,3.5,2.3,Rejected
TLB0144,42,Male,Emirati,Master's,479,Finance,8,63.6,74.6,52.8,48.7,No,Tier 1,4800,Yes,UAE Resident,Fluent,Yes,4,Referral,Referred,4.2,4.0,Rejected
TLB0145,27,Male,British,Bachelor's,1,Computer Science,3,71.6,57.6,84.9,59.2,Yes,Startup,12700,No,UAE Resident,Intermediate,No,6,Referral,Referred,2.9,3.1,Rejected
TLB0146,34,Male,Filipino,Master's,182,Finance,5,56.2,59.3,52.5,86.0,No,Tier 2,11000,Yes,UAE Resident,Native,No,2,LinkedIn,Not Referred,2.8,2.5,Hired
TLB0147,27,Male,Egyptian,Master's,554,Business,2,56.9,91.6,87.1,54.2,Yes,None,18700,Yes,UAE Resident,Native,No,6,Walk-in,Not Referred,3.4,2.7,Rejected
TLB0148,26,Male,Egyptian,Bachelor's,377,Engineering,2,44.1,93.8,100.0,70.4,Yes,None,17900,Yes,Visit Visa,Fluent,No,0,Walk-in,Not Referred,2.9,2.4,Hired
TLB0149,42,Male,American,Master's,381,Engineering,1,21.8,69.8,65.6,100.0,No,None,15800,No,UAE Resident,Intermediate,No,4,Referral,Referred,4.0,2.5,Hired
TLB0150,25,Male,Indian,Master's,412,Computer Science,8,59.4,66.2,83.2,73.9,No,None,17400,Yes,Work Visa,Native,No,4,Walk-in,Not Referred,2.2,3.7,Rejected
TLB0151,20,Female,Emirati,Master's,108,Business,9,66.9,78.8,45.3,66.0,Yes,Startup,10400,Yes,UAE Resident,Fluent,No,1,LinkedIn,Not Referred,3.8,2.7,Hired
TLB0152,25,Female,Filipino,Master's,342,Business,5,48.6,61.3,44.7,77.3,Yes,Tier 1,13200,No,Citizen,Basic,Yes,4,Walk-in,Not Referred,4.0,2.2,Hired
TLB0153,20,Male,Indian,Bachelor's,394,Marketing,3,85.7,41.2,56.6,75.9,No,Tier 1,10900,Yes,Visit Visa,Intermediate,Yes,7,Job Portal,Not Referred,3.5,2.5,Rejected
TLB0154,24,Male,Indian,Bachelor's,321,Other,0,49.3,34.9,77.7,55.7,No,Tier 2,7500,Yes,Work Visa,Fluent,Yes,5,LinkedIn,Not Referred,3.8,3.0,Hired
TLB0155,24,Male,Indian,Bachelor's,221,Engineering,7,78.7,67.1,67.0,40.7,No,Tier 3,12400,No,Work Visa,Fluent,No,1,Company Website,Not Referred,2.7,2.5,Hired
TLB0156,30,Female,Indian,Bachelor's,290,Other,2,71.3,78.6,64.6,73.3,Yes,Tier 2,11600,No,UAE Resident,Fluent,No,4,Job Portal,Not Referred,2.6,2.9,Hired
TLB0157,20,Male,Emirati,Bachelor's,71,Engineering,1,97.6,68.2,50.2,75.4,Yes,Startup,11100,Yes,Visit Visa,Fluent,Yes,5,Referral,Referred,3.4,3.4,Rejected
TLB0158,37,Female,Emirati,High School,422,Computer Science,5,73.1,77.7,65.3,60.8,Yes,Startup,11700,No,Work Visa,Basic,Yes,4,Referral,Referred,2.7,2.7,Rejected
TLB0159,20,Female,Other,High School,12,Business,3,43.3,78.9,58.6,88.0,Yes,None,12300,Yes,UAE Resident,Basic,No,1,Company Website,Not Referred,3.4,2.4,Rejected
TLB0160,29,Female,Indian,PhD,136,Engineering,0,80.8,84.6,55.0,85.2,No,Tier 3,16000,No,Citizen,Fluent,No,2,LinkedIn,Not Referred,3.4,2.5,Hired
TLB0161,28,Male,Other,Master's,436,Business,0,90.5,70.2,53.9,75.8,Yes,Startup,9400,No,UAE Resident,Fluent,Yes,3,LinkedIn,Not Referred,3.2,4.2,Hired
TLB0162,34,Female,Other,Bachelor's,358,Logistics,6,38.4,71.3,69.5,61.1,Yes,Startup,6200,No,Work Visa,Fluent,No,1,LinkedIn,Not Referred,3.4,4.8,Rejected
TLB0163,32,Male,Indian,Bachelor's,203,Finance,2,74.6,67.6,57.6,35.7,Yes,None,15100,Yes,UAE Resident,Fluent,No,3,Job Portal,Not Referred,3.6,3.1,Hired
TLB0164,37,Male,Egyptian,Bachelor's,1,Marketing,6,77.9,64.9,66.9,62.6,No,Startup,15900,Yes,Work Visa,Native,Yes,2,Referral,Referred,3.1,3.7,Hired
TLB0165,27,Male,Filipino,Master's,290,Engineering,5,61.8,49.1,44.0,39.3,Yes,Tier 2,13600,No,UAE Resident,Native,No,1,Company Website,Not Referred,2.9,2.3,Hired
TLB0166,27,Male,Egyptian,Master's,173,Engineering,8,28.7,82.1,73.5,32.0,Yes,Tier 1,6900,Yes,UAE Resident,Fluent,No,2,LinkedIn,Not Referred,3.8,2.6,Hired
TLB0167,32,Female,Emirati,Bachelor's,396,Finance,2,60.6,63.4,70.1,74.1,No,None,11400,No,UAE Resident,Fluent,No,0,LinkedIn,Not Referred,3.4,3.5,Hired
TLB0168,36,Female,Indian,Bachelor's,196,Computer Science,5,56.3,62.7,64.0,81.4,No,Startup,13300,Yes,Citizen,Intermediate,No,6,Company Website,Not Referred,3.5,1.2,Hired
TLB0169,34,Male,Emirati,Bachelor's,1,Computer Science,7,87.9,61.5,69.1,37.7,No,None,7200,No,UAE Resident,Intermediate,Yes,0,LinkedIn,Not Referred,3.6,3.7,Hired
TLB0170,31,Female,Filipino,Master's,23,Business,2,63.7,51.9,79.1,61.4,Yes,Startup,8600,Yes,Work Visa,Fluent,No,0,Company Website,Not Referred,3.3,2.6,Rejected
TLB0171,31,Male,Other,PhD,214,Computer Science,8,58.8,67.0,48.2,64.8,Yes,Startup,11300,Yes,Work Visa,Fluent,No,2,Referral,Referred,3.0,2.2,Hired
TLB0172,29,Male,Egyptian,Bachelor's,321,Finance,0,56.2,74.2,67.9,60.9,No,Startup,17300,No,Visit Visa,Intermediate,No,5,Company Website,Not Referred,2.8,3.4,Rejected
TLB0173,32,Male,Egyptian,Bachelor's,67,Computer Science,2,69.9,59.5,50.0,45.7,Yes,None,13000,Yes,UAE Resident,Fluent,No,3,Referral,Referred,3.1,4.3,Rejected
TLB0174,42,Female,Other,Bachelor's,148,Computer Science,0,65.9,80.5,68.1,83.6,No,None,9400,Yes,Work Visa,Intermediate,No,0,Job Portal,Not Referred,3.5,2.8,Rejected
TLB0175,28,Male,Egyptian,Bachelor's,458,Other,2,53.2,63.6,63.6,46.1,No,Tier 2,11100,No,Citizen,Native,No,2,LinkedIn,Not Referred,3.6,3.3,Hired
TLB0176,27,Male,Emirati,PhD,521,Other,4,69.0,49.6,66.7,37.7,Yes,Tier 1,9000,Yes,UAE Resident,Basic,No,0,Job Portal,Not Referred,3.3,3.5,Rejected
TLB0177,27,Male,American,Master's,355,Engineering,7,56.6,84.5,78.0,45.8,No,Tier 1,10100,No,UAE Resident,Native,No,3,LinkedIn,Not Referred,3.4,3.3,Hired
TLB0178,32,Female,Indian,Bachelor's,242,Engineering,4,26.1,70.4,77.6,71.7,No,Tier 3,15300,No,Citizen,Intermediate,No,2,LinkedIn,Not Referred,2.4,2.3,Hired
TLB0179,20,Female,Emirati,Bachelor's,175,Hospitality,2,75.0,78.4,81.1,61.3,No,None,3400,No,UAE Resident,Native,No,7,Company Website,Not Referred,2.9,3.3,Hired
TLB0180,29,Female,Pakistani,Bachelor's,407,Computer Science,0,73.6,78.6,61.8,54.2,Yes,None,17900,Yes,UAE Resident,Intermediate,No,2,LinkedIn,Not Referred,3.7,3.2,Rejected
TLB0181,35,Female,Other,High School,236,Engineering,0,68.0,56.6,76.1,72.4,Yes,Tier 3,21900,Yes,UAE Resident,Intermediate,No,4,Referral,Referred,2.6,1.0,Rejected
TLB0182,26,Female,Indian,Bachelor's,484,Computer Science,6,58.4,61.7,73.6,69.7,Yes,Tier 2,12700,No,Visit Visa,Native,Yes,1,Job Portal,Not Referred,3.3,3.8,Hired
TLB0183,31,Male,Pakistani,Master's,494,Engineering,8,63.9,80.4,62.2,32.7,No,Tier 3,8300,Yes,Citizen,Intermediate,Yes,3,Job Portal,Not Referred,3.2,1.9,Rejected
TLB0184,42,Male,Indian,Master's,382,Other,3,77.3,90.0,68.5,72.2,Yes,None,17200,Yes,Work Visa,Native,Yes,7,Company Website,Not Referred,3.1,3.2,Rejected
TLB0185,31,Female,Emirati,Bachelor's,200,Hospitality,9,55.5,68.8,65.3,81.5,No,Tier 3,13300,No,Work Visa,Fluent,Yes,0,Walk-in,Not Referred,3.7,4.3,Rejected
TLB0186,20,Female,Emirati,Master's,215,Other,1,77.9,60.5,85.1,63.3,No,Tier 1,9600,No,UAE Resident,Fluent,No,2,Referral,Referred,3.4,2.9,Hired
TLB0187,21,Male,Egyptian,Master's,1,Hospitality,3,42.9,88.2,77.5,61.7,No,Tier 2,7600,Yes,UAE Resident,Intermediate,No,2,LinkedIn,Not Referred,2.4,2.3,Hired
TLB0188,28,Male,American,Bachelor's,289,Marketing,3,67.5,60.5,62.6,91.5,Yes,Tier 3,10200,No,UAE Resident,Intermediate,No,3,Job Portal,Not Referred,3.6,3.5,Rejected
TLB0189,25,Female,Indian,Bachelor's,283,Hospitality,10,65.4,71.9,61.7,55.1,No,Tier 3,12900,No,UAE Resident,Fluent,No,3,LinkedIn,Not Referred,2.8,4.2,Hired
TLB0190,30,Male,Indian,Bachelor's,24,Finance,5,80.0,62.9,79.4,62.7,Yes,None,16000,Yes,UAE Resident,Intermediate,Yes,7,LinkedIn,Not Referred,2.2,2.2,Hired
TLB0191,28,Female,Indian,Master's,772,Engineering,0,51.2,71.2,84.4,69.6,No,None,13300,Yes,Work Visa,Basic,Yes,1,LinkedIn,Not Referred,3.7,1.2,Rejected
TLB0192,36,Male,Emirati,Bachelor's,411,Business,8,52.9,56.7,71.1,65.7,Yes,Tier 1,14000,Yes,UAE Resident,Intermediate,Yes,2,Referral,Referred,2.4,4.0,Hired
TLB0193,23,Male,Filipino,Bachelor's,131,Marketing,11,44.1,63.5,75.6,61.2,Yes,Tier 2,10500,Yes,UAE Resident,Fluent,No,3,Referral,Referred,3.0,3.8,Hired
TLB0194,28,Female,Egyptian,Bachelor's,710,Business,4,56.5,60.5,83.9,66.2,No,Tier 2,15800,No,UAE Resident,Fluent,Yes,4,Referral,Referred,3.4,3.4,Rejected
TLB0195,31,Male,Filipino,High School,200,Engineering,1,68.8,75.9,64.7,87.0,Yes,Tier 2,11100,Yes,UAE Resident,Fluent,Yes,0,Company Website,Not Referred,3.1,1.7,Hired
TLB0196,32,Male,Indian,Bachelor's,466,Computer Science,8,38.0,70.0,68.1,76.3,No,Tier 3,20300,No,UAE Resident,Fluent,Yes,5,Job Portal,Not Referred,2.8,3.6,Rejected
TLB0197,30,Female,Filipino,Master's,317,Marketing,11,58.4,78.6,73.3,64.0,Yes,Tier 1,9100,No,UAE Resident,Fluent,No,4,Walk-in,Not Referred,2.5,3.9,Hired
TLB0198,20,Female,Emirati,Bachelor's,207,Business,7,74.2,58.1,61.4,52.9,Yes,Tier 1,13800,Yes,UAE Resident,Intermediate,No,2,LinkedIn,Not Referred,2.7,4.8,Hired
TLB0199,30,Male,Indian,Bachelor's,232,Business,0,63.5,65.5,89.1,54.8,Yes,None,21900,Yes,Work Visa,Intermediate,Yes,3,LinkedIn,Not Referred,2.4,2.9,Hired
TLB0200,29,Male,Other,PhD,587,Engineering,7,66.1,75.5,61.3,78.3,Yes,Tier 1,16700,Yes,Visit Visa,Intermediate,Yes,0,Company Website,Not Referred,3.1,3.2,Rejected
TLB0201,35,Female,Egyptian,Bachelor's,475,Computer Science,6,42.4,78.3,67.8,42.7,No,None,15400,Yes,Citizen,Native,Yes,5,LinkedIn,Not Referred,2.8,1.4,Rejected
TLB0202,34,Female,Other,Bachelor's,275,Other,1,63.5,50.7,91.9,98.6,Yes,Tier 2,13300,Yes,Visit Visa,Native,No,6,Referral,Referred,2.2,3.9,Hired
TLB0203,31,Male,Other,Bachelor's,1,Engineering,9,65.4,71.8,42.8,64.6,No,Tier 2,12200,Yes,Work Visa,Intermediate,Yes,7,Company Website,Not Referred,3.0,3.9,Rejected
TLB0204,31,Male,Filipino,Bachelor's,360,Business,6,62.5,58.2,69.8,45.7,No,Tier 1,11200,Yes,Citizen,Fluent,Yes,2,Job Portal,Not Referred,2.7,3.4,Hired
TLB0205,38,Male,Other,Bachelor's,50,Computer Science,9,67.3,78.9,58.4,67.5,No,Tier 1,9500,No,Work Visa,Basic,Yes,2,LinkedIn,Not Referred,3.4,4.1,Rejected
TLB0206,36,Male,Pakistani,Master's,407,Logistics,1,60.4,90.3,67.0,53.8,No,Tier 2,5100,Yes,Work Visa,Fluent,No,2,Company Website,Not Referred,3.5,2.5,Rejected
TLB0207,31,Male,Emirati,Bachelor's,157,Finance,6,58.2,36.7,51.3,59.1,Yes,None,14900,Yes,UAE Resident,Fluent,Yes,1,Company Website,Not Referred,4.1,2.9,Rejected
TLB0208,42,Female,Emirati,Bachelor's,178,Engineering,1,49.4,60.1,62.2,43.8,Yes,None,5100,Yes,UAE Resident,Intermediate,No,3,Job Portal,Not Referred,3.7,3.0,Hired
TLB0209,26,Male,Indian,High School,172,Business,5,79.6,71.2,67.3,61.7,No,Tier 1,14900,Yes,UAE Resident,Intermediate,No,0,Referral,Referred,2.4,4.0,Hired
TLB0210,22,Male,Emirati,Master's,504,Hospitality,10,46.6,68.0,70.1,35.3,No,Tier 1,10600,No,UAE Resident,Native,No,0,Job Portal,Not Referred,1.7,4.0,Hired
TLB0211,29,Female,Indian,High School,1,Other,0,67.4,79.3,78.6,56.6,No,Tier 2,7700,Yes,Visit Visa,Intermediate,Yes,2,Job Portal,Not Referred,2.1,3.4,Hired
TLB0212,27,Female,Egyptian,Master's,447,Engineering,0,92.2,68.9,36.8,53.4,Yes,Startup,18300,No,UAE Resident,Fluent,No,6,LinkedIn,Not Referred,2.8,3.3,Hired
TLB0213,20,Male,British,Bachelor's,368,Computer Science,8,81.5,61.6,65.4,58.0,No,Tier 2,5500,Yes,Work Visa,Fluent,No,7,Company Website,Not Referred,2.1,3.5,Hired
TLB0214,26,Female,Filipino,Bachelor's,285,Computer Science,4,72.6,55.8,64.7,54.3,No,Tier 2,9000,Yes,Citizen,Native,Yes,6,Company Website,Not Referred,2.8,2.8,Rejected
TLB0215,32,Female,Indian,Bachelor's,210,Computer Science,9,68.7,53.7,66.2,65.5,Yes,None,9400,No,UAE Resident,Intermediate,Yes,7,LinkedIn,Not Referred,3.2,4.2,Hired
TLB0216,29,Female,Egyptian,Bachelor's,397,Hospitality,2,63.1,59.1,67.4,77.4,No,None,12700,Yes,UAE Resident,Intermediate,No,6,Referral,Referred,2.8,2.7,Hired
TLB0217,25,Male,Indian,Bachelor's,211,Other,5,51.5,61.2,56.2,70.0,Yes,Startup,9200,Yes,UAE Resident,Fluent,No,5,Referral,Referred,3.4,3.4,Rejected
TLB0218,30,Male,Emirati,Master's,210,Other,7,61.2,72.6,46.9,83.2,Yes,Tier 2,18600,No,UAE Resident,Intermediate,No,1,Job Portal,Not Referred,2.8,2.6,Hired
TLB0219,30,Female,Indian,Bachelor's,312,Hospitality,5,73.6,66.1,69.8,58.0,Yes,Tier 2,5800,No,Citizen,Intermediate,No,6,LinkedIn,Not Referred,2.7,3.9,Hired
TLB0220,34,Male,Indian,Bachelor's,643,Computer Science,0,70.8,60.2,54.1,69.5,No,Tier 2,30400,Yes,Work Visa,Fluent,No,7,Company Website,Not Referred,4.4,3.0,Rejected
TLB0221,26,Male,Indian,Bachelor's,1,Other,14,76.8,55.9,72.2,70.1,No,Startup,7200,No,Work Visa,Native,Yes,3,LinkedIn,Not Referred,3.2,4.8,Hired
TLB0222,35,Male,British,Bachelor's,400,Business,5,83.3,59.6,54.8,81.1,Yes,Startup,25300,Yes,Work Visa,Fluent,No,5,Company Website,Not Referred,3.3,3.0,Hired
TLB0223,23,Female,Egyptian,Bachelor's,271,Business,0,62.6,61.2,76.0,54.8,No,Tier 1,16900,No,Work Visa,Fluent,Yes,3,Company Website,Not Referred,3.8,3.8,Hired
TLB0224,26,Female,Egyptian,Bachelor's,255,Finance,6,67.9,59.0,66.3,76.0,No,None,11500,Yes,Work Visa,Basic,No,4,Company Website,Not Referred,3.8,2.6,Rejected
TLB0225,40,Male,Indian,Bachelor's,1,Computer Science,6,36.5,76.1,67.2,53.0,No,Tier 3,13000,Yes,UAE Resident,Intermediate,No,0,Company Website,Not Referred,2.9,2.9,Rejected
TLB0226,23,Female,British,Bachelor's,1,Logistics,8,98.8,84.4,63.8,57.0,No,Startup,10300,Yes,UAE Resident,Native,Yes,5,Referral,Referred,3.9,3.1,Hired
TLB0227,26,Male,Egyptian,Bachelor's,367,Other,8,58.8,53.9,61.7,60.0,No,Tier 1,13600,No,UAE Resident,Fluent,Yes,4,Referral,Referred,2.9,3.4,Hired
TLB0228,22,Male,Indian,Bachelor's,46,Hospitality,4,74.8,81.4,64.0,71.3,Yes,Tier 2,8700,Yes,Work Visa,Fluent,No,6,Job Portal,Not Referred,3.9,2.5,Hired
TLB0229,25,Female,Filipino,Bachelor's,503,Hospitality,0,58.8,76.3,82.4,49.8,Yes,Tier 1,15200,No,Citizen,Native,Yes,2,LinkedIn,Not Referred,2.3,2.6,Hired
TLB0230,30,Male,Pakistani,Bachelor's,96,Engineering,6,58.4,70.2,47.1,51.7,Yes,Startup,12800,No,Work Visa,Fluent,Yes,3,Job Portal,Not Referred,3.0,3.2,Rejected
TLB0231,34,Male,Pakistani,Master's,410,Computer Science,0,61.4,86.3,58.6,56.0,Yes,Tier 1,7500,Yes,Work Visa,Native,No,1,Company Website,Not Referred,3.4,3.4,Rejected
TLB0232,29,Male,Indian,Bachelor's,184,Hospitality,9,46.3,66.0,80.7,65.7,Yes,Tier 2,13900,No,Citizen,Fluent,No,4,Job Portal,Not Referred,3.5,3.1,Rejected
TLB0233,28,Female,Pakistani,Master's,175,Marketing,2,27.8,72.8,77.7,51.9,Yes,Startup,13600,No,UAE Resident,Fluent,Yes,7,LinkedIn,Not Referred,2.6,3.0,Rejected
TLB0234,22,Female,Emirati,Bachelor's,117,Other,7,82.4,69.5,84.5,68.7,Yes,Startup,8800,No,UAE Resident,Fluent,No,4,Company Website,Not Referred,2.0,2.0,Hired
TLB0235,25,Female,Indian,Bachelor's,387,Computer Science,2,73.2,68.6,66.2,60.0,Yes,Tier 3,10100,Yes,Citizen,Fluent,Yes,7,LinkedIn,Not Referred,3.5,3.5,Hired
TLB0236,20,Female,Indian,High School,443,Business,3,51.3,73.5,49.9,74.2,Yes,Startup,14300,Yes,Citizen,Fluent,No,0,Walk-in,Not Referred,3.1,3.8,Rejected
TLB0237,34,Male,Other,Bachelor's,236,Engineering,2,71.8,68.6,52.6,65.9,No,Startup,16900,No,Work Visa,Fluent,Yes,5,Company Website,Not Referred,2.9,3.9,Rejected
TLB0238,34,Female,Indian,Master's,418,Finance,7,77.4,73.6,63.1,89.5,No,Tier 3,11400,Yes,UAE Resident,Fluent,Yes,0,Company Website,Not Referred,4.4,3.2,Rejected
TLB0239,29,Male,Indian,Master's,302,Hospitality,2,54.6,60.0,76.9,66.7,No,Tier 2,16200,No,Citizen,Fluent,Yes,3,Job Portal,Not Referred,3.0,2.6,Rejected
TLB0240,32,Male,Indian,Bachelor's,33,Other,7,71.2,60.3,63.7,47.9,Yes,Tier 1,17300,Yes,Visit Visa,Basic,Yes,3,LinkedIn,Not Referred,2.8,2.8,Hired
TLB0241,35,Female,Other,Master's,375,Business,2,80.1,59.9,62.7,62.0,No,Tier 3,17900,No,Work Visa,Native,No,3,Company Website,Not Referred,1.9,3.2,Rejected
TLB0242,30,Female,Filipino,Bachelor's,239,Engineering,4,43.4,63.6,72.2,65.3,Yes,Tier 1,13900,No,UAE Resident,Intermediate,No,4,Job Portal,Not Referred,2.4,3.1,Rejected
TLB0243,38,Male,Other,High School,1,Computer Science,5,73.0,80.2,67.4,52.3,Yes,Tier 3,7900,No,Work Visa,Fluent,No,6,LinkedIn,Not Referred,3.8,2.4,Hired
TLB0244,23,Male,Indian,Master's,221,Business,5,70.5,62.5,61.3,86.2,Yes,Tier 3,16000,No,Visit Visa,Fluent,No,5,Walk-in,Not Referred,2.7,1.8,Hired
TLB0245,27,Female,Indian,Bachelor's,1,Engineering,1,93.2,75.8,54.0,60.7,No,Tier 2,11100,Yes,Citizen,Fluent,No,0,Job Portal,Not Referred,3.6,2.7,Hired
TLB0246,27,Female,Filipino,Bachelor's,53,Marketing,7,73.4,71.2,79.3,56.0,Yes,Startup,14300,Yes,Work Visa,Intermediate,Yes,6,Walk-in,Not Referred,2.3,2.9,Hired
TLB0247,33,Female,Indian,PhD,250,Engineering,4,58.8,62.7,80.6,67.5,No,Startup,9200,No,Work Visa,Basic,Yes,3,Job Portal,Not Referred,2.6,3.3,Rejected
TLB0248,21,Male,British,PhD,284,Engineering,6,60.6,83.7,53.3,52.3,Yes,Tier 3,9300,No,Work Visa,Fluent,No,4,LinkedIn,Not Referred,2.6,2.8,Hired
TLB0249,38,Male,American,Bachelor's,132,Finance,4,95.4,76.8,61.8,78.5,Yes,None,8800,Yes,Work Visa,Fluent,No,7,Company Website,Not Referred,3.5,2.9,Rejected
TLB0250,33,Male,Pakistani,Bachelor's,405,Logistics,7,59.7,68.0,75.7,75.7,No,Tier 2,6000,Yes,UAE Resident,Intermediate,No,2,LinkedIn,Not Referred,3.1,3.2,Rejected
TLB0251,40,Female,Other,Master's,277,Business,3,73.8,67.0,52.2,66.8,Yes,Tier 2,9400,No,UAE Resident,Fluent,No,4,Job Portal,Not Referred,2.4,4.4,Hired
TLB0252,29,Female,Filipino,Bachelor's,215,Business,2,61.4,69.1,71.7,73.3,No,Tier 2,7400,Yes,UAE Resident,Fluent,Yes,4,LinkedIn,Not Referred,3.7,3.0,Hired
TLB0253,26,Male,Indian,Bachelor's,308,Finance,6,81.2,49.6,62.8,58.0,No,Tier 3,14500,No,Visit Visa,Intermediate,Yes,4,Job Portal,Not Referred,3.5,1.9,Hired
TLB0254,33,Male,Pakistani,Bachelor's,541,Hospitality,3,82.0,58.1,51.2,44.0,No,Tier 2,7200,No,UAE Resident,Fluent,No,2,LinkedIn,Not Referred,3.4,2.6,Hired
TLB0255,36,Male,Emirati,Master's,1,Logistics,10,64.7,73.6,90.1,60.4,No,None,9000,Yes,UAE Resident,Intermediate,Yes,5,LinkedIn,Not Referred,3.4,4.5,Hired
TLB0256,25,Female,British,Master's,559,Business,5,58.9,49.0,62.6,58.0,Yes,Tier 2,12000,Yes,Citizen,Native,No,6,LinkedIn,Not Referred,2.6,4.2,Hired
TLB0257,20,Female,Indian,Master's,176,Marketing,0,58.5,59.0,73.8,36.5,Yes,Tier 3,20200,No,Work Visa,Native,Yes,7,Job Portal,Not Referred,4.1,3.9,Hired
TLB0258,20,Male,Indian,Bachelor's,144,Other,2,39.1,63.3,52.4,50.2,Yes,Tier 3,8900,Yes,UAE Resident,Basic,Yes,3,LinkedIn,Not Referred,3.1,3.7,Rejected
TLB0259,31,Male,Filipino,Bachelor's,219,Engineering,1,66.5,100.0,87.2,47.8,No,Tier 2,5800,No,UAE Resident,Fluent,No,1,LinkedIn,Not Referred,3.4,3.7,Hired
TLB0260,39,Female,Emirati,Bachelor's,122,Engineering,8,66.2,76.1,92.3,50.2,No,Startup,6100,Yes,Visit Visa,Fluent,Yes,7,LinkedIn,Not Referred,3.5,2.9,Hired
TLB0261,22,Male,Emirati,Master's,91,Other,7,52.8,81.2,47.5,83.7,Yes,Startup,8100,Yes,UAE Resident,Fluent,No,4,Referral,Referred,2.5,3.8,Rejected
TLB0262,28,Female,Egyptian,Bachelor's,469,Computer Science,4,37.5,58.3,64.9,72.2,Yes,Startup,9000,Yes,UAE Resident,Fluent,No,1,Walk-in,Not Referred,4.5,3.8,Rejected
TLB0263,27,Male,Emirati,High School,331,Finance,6,68.1,72.3,84.3,78.5,No,Tier 3,22400,Yes,UAE Resident,Native,No,6,Referral,Referred,3.2,3.8,Hired
TLB0264,41,Male,Pakistani,Master's,1,Logistics,4,70.0,46.9,60.9,72.1,No,Tier 3,16400,No,UAE Resident,Fluent,Yes,5,LinkedIn,Not Referred,3.2,2.6,Rejected
TLB0265,43,Female,Indian,Bachelor's,434,Computer Science,8,70.9,64.0,72.3,80.2,Yes,Tier 3,10600,No,Work Visa,Fluent,Yes,6,LinkedIn,Not Referred,2.9,2.8,Rejected
TLB0266,32,Male,Indian,Master's,405,Finance,6,50.2,74.1,45.2,65.4,Yes,Startup,20300,Yes,UAE Resident,Fluent,No,3,LinkedIn,Not Referred,4.0,2.6,Hired
TLB0267,35,Male,Indian,High School,3,Engineering,7,71.0,51.0,56.8,86.2,Yes,Tier 2,9200,Yes,Work Visa,Intermediate,Yes,3,Referral,Referred,4.0,3.9,Hired
TLB0268,35,Male,Egyptian,Master's,336,Logistics,4,62.3,72.7,71.0,47.8,Yes,Tier 3,10100,No,UAE Resident,Fluent,No,1,LinkedIn,Not Referred,3.3,3.3,Hired
TLB0269,22,Male,Other,High School,424,Other,2,78.0,73.7,59.3,64.1,Yes,Tier 2,9900,Yes,UAE Resident,Basic,No,3,LinkedIn,Not Referred,2.2,3.4,Hired
TLB0270,34,Male,Indian,High School,1,Logistics,7,50.4,60.8,62.3,50.7,No,Startup,16600,Yes,UAE Resident,Fluent,No,4,LinkedIn,Not Referred,3.1,3.6,Hired
TLB0271,23,Male,Other,Bachelor's,357,Computer Science,10,82.3,58.0,47.3,82.4,Yes,Tier 1,11700,No,Citizen,Fluent,No,6,Referral,Referred,3.2,2.0,Hired
TLB0272,28,Male,Filipino,Bachelor's,164,Hospitality,8,87.6,59.4,75.5,70.9,No,None,18800,Yes,UAE Resident,Basic,No,1,Job Portal,Not Referred,2.9,3.8,Hired
TLB0273,36,Male,Filipino,Bachelor's,408,Other,10,66.7,63.8,49.6,81.6,Yes,Tier 1,14000,Yes,UAE Resident,Intermediate,Yes,0,LinkedIn,Not Referred,2.5,2.7,Hired
TLB0274,30,Female,Egyptian,High School,113,Finance,5,71.1,64.2,87.0,45.4,No,Tier 2,16100,Yes,UAE Resident,Fluent,No,2,Company Website,Not Referred,2.1,2.7,Hired
